census_code,predictions_2001,predictions_2003,predictions_2005,predictions_2007,predictions_2009,predictions_2011
568,1,1,2,2,2,2
302,2,1,1,2,2,2
361,1,2,1,1,1,1
111,1,1,2,2,2,2
375,1,1,1,1,1,1
274,2,2,2,2,2,2
626,3,1,1,1,1,1
156,2,1,1,1,1,1
197,3,1,1,1,1,2
206,2,2,1,1,2,1
97,3,3,3,3,3,3
50,3,2,2,2,3,2
246,2,3,3,3,3,2
399,1,1,1,3,1,1
531,1,1,2,2,2,2
324,2,2,2,2,2,1
177,2,2,1,1,2,1
630,1,1,1,1,1,1
464,1,1,1,1,1,1
306,2,2,2,2,2,2
548,2,3,1,1,2,2
509,2,1,1,1,1,2
90,3,3,3,3,3,3
379,1,1,1,2,1,1
575,3,3,3,3,3,3
601,3,3,3,3,3,3
529,2,2,3,2,3,3
45,2,3,3,3,3,3
633,1,2,2,2,1,2
622,1,1,1,1,1,1
29,2,3,3,3,3,3
635,3,3,3,3,3,3
181,1,2,1,1,2,1
209,1,1,1,1,1,1
316,2,2,2,2,2,2
72,2,1,2,1,3,3
579,1,1,1,3,3,1
477,2,2,3,3,2,2
36,3,3,2,3,3,3
356,1,1,1,1,1,1
523,1,3,1,1,1,1
113,1,2,1,1,1,1
620,1,3,3,3,1,2
314,2,1,2,2,2,2
349,1,1,1,1,1,1
415,1,2,1,1,2,1
38,2,3,2,2,2,3
157,2,1,1,1,1,3
431,1,1,1,1,1,1
434,1,3,1,1,2,1
108,1,1,1,1,1,1
631,1,1,1,1,1,1
437,1,1,1,1,1,1
452,2,3,1,2,3,1
560,1,1,1,1,1,1
505,1,2,1,1,1,3
448,3,2,2,3,3,2
105,1,1,2,1,2,1
539,1,1,1,1,1,1
413,1,1,1,1,1,1
360,1,1,1,1,1,1
200,1,1,1,1,1,1
408,1,1,1,1,1,1
67,2,2,1,2,2,3
221,1,2,1,1,1,1
110,1,1,1,1,1,3
498,1,1,1,1,2,1
220,2,1,1,1,3,1
463,1,1,1,1,1,1
591,3,3,3,3,3,3
396,1,1,1,1,1,1
239,1,1,1,1,1,1
93,3,3,3,3,3,3
370,1,1,1,1,1,1
118,1,1,1,1,1,1
343,2,3,2,2,2,2
604,1,3,1,1,1,3
83,2,1,1,1,1,3
496,3,3,2,2,2,2
617,2,3,3,3,1,1
212,2,1,2,1,1,1
347,1,1,1,1,1,1
236,1,1,1,1,1,1
216,2,1,1,2,2,1
201,1,1,1,1,1,1
373,1,1,1,1,1,1
121,2,1,2,1,1,1
430,1,1,1,1,1,1
597,3,3,3,3,3,3
9,2,2,2,2,2,2
58,2,2,2,2,3,2
280,2,2,2,2,3,2
210,1,1,1,1,1,1
129,1,1,1,1,1,1
82,2,3,1,2,1,3
499,1,1,1,1,1,1
102,1,3,2,2,2,2
429,1,1,1,1,1,1
219,1,1,1,1,2,1
433,1,1,1,1,1,1
585,3,3,3,3,3,3
171,1,1,1,1,1,1
607,1,1,1,1,1,1
565,1,1,1,1,1,1
348,1,1,1,1,1,1
552,1,1,1,1,1,1
106,2,1,1,1,1,1
109,2,1,1,1,1,1
423,1,1,1,1,1,1
334,1,1,1,1,1,1
289,2,2,2,2,2,2
456,1,2,1,1,1,1
535,1,1,1,1,1,2
627,3,3,2,3,2,2
389,1,3,2,2,2,1
359,2,1,1,1,1,1
329,2,1,1,2,2,2
168,1,1,1,1,1,1
12,2,3,2,2,2,2
185,1,2,1,1,2,1
211,1,1,1,1,1,1
346,1,1,1,1,1,1
92,3,3,3,3,3,3
188,1,1,1,1,1,1
