census_code,predictions_2001,predictions_2003,predictions_2005,predictions_2007,predictions_2009,predictions_2011
539,3,3,3,3,3,3
413,2,2,2,2,2,2
360,1,1,2,2,1,1
200,2,2,2,2,2,2
408,2,2,2,2,2,2
67,1,2,2,2,2,2
221,2,2,2,2,2,2
110,3,3,3,3,3,3
498,2,3,2,3,2,3
220,2,2,2,2,2,2
463,2,2,2,2,2,1
591,1,1,1,1,1,1
396,1,1,2,2,2,2
239,2,2,2,2,2,2
93,3,3,3,3,3,3
370,2,2,2,2,2,2
118,3,3,3,3,1,1
343,2,1,2,2,2,2
604,2,3,3,2,3,3
83,2,3,2,2,2,3
496,3,3,3,3,3,2
617,3,3,3,3,3,3
212,2,2,2,2,2,2
347,2,2,2,2,2,1
236,2,2,2,2,2,2
216,2,3,2,2,2,2
201,2,2,2,2,2,2
373,2,2,2,1,2,2
121,3,2,2,2,2,2
430,2,2,2,2,2,2
597,1,1,1,1,1,1
9,3,3,3,3,3,3
58,1,3,1,3,3,3
280,1,1,1,1,1,1
210,2,2,2,2,2,2
129,2,2,2,2,3,2
82,2,2,2,2,2,3
499,3,3,3,3,3,3
102,2,3,3,3,3,3
429,2,2,2,2,2,2
219,2,2,2,2,2,2
433,2,2,2,2,2,1
585,3,3,3,3,1,3
171,2,2,2,2,2,2
607,2,3,3,3,3,3
565,3,3,3,3,2,3
348,2,2,2,2,3,1
552,3,2,3,3,3,3
106,3,2,2,2,3,2
109,2,2,2,2,2,2
423,1,3,2,3,3,2
334,2,2,2,2,2,2
289,1,1,2,1,1,2
456,2,2,2,2,2,2
535,3,3,3,3,3,3
627,3,3,3,3,3,3
389,2,1,1,1,1,1
359,2,2,2,2,2,2
329,2,3,2,2,2,2
168,2,2,2,2,2,2
12,1,3,1,3,3,3
185,2,2,2,2,2,2
211,2,3,2,2,2,2
346,2,2,2,2,1,2
92,3,3,3,3,3,3
188,2,2,2,2,2,2
