,District,cloud_01,cloud_03,cloud_05,cloud_07,cloud_09,cloud_11,sum_cloud
316,312,0.824283658,0.296669881,0.030833269,0.945717361,0.380228137,0.558825721,3.036558027
317,131,0,0,0,0,0,0,0
318,155,0.007362957,0.011044435,0.011044435,0,0.011044435,0.025770349,0.066266613
319,327,1.744024458,2.445302445,0,0,0,0,4.189326903
320,584,0,0,0.213852097,0.006898455,0.034492274,1.181020789,1.436263614
321,207,0.447732139,0.110310817,0,0.090844202,0.058399844,0.389332295,1.096619298
322,199,0,0.004997501,0.024987506,0,0,0.009995002,0.03998001
323,109,0,0,0,0,0,0,0
324,456,0.496949937,0,0,0,0,0.002629365,0.499579302
325,441,0,0.004249533,0,0.008499065,0,0,0.012748598
326,71,0,0,0,0,0.024783147,0.037174721,0.061957869
327,342,0,0,0,0,0,0,0
328,37,0,0,0,0,0,0,0
329,486,0,0,0,0,0,0,0
330,163,0,0,0.048574006,0,0.29838318,0.006939144,0.353896329
331,487,0,0,0,0,0,0,0
332,256,4.390402075,6.021101475,11.30281212,2.002251051,1.701019079,0.905953408,26.32353921
333,476,0.004113618,0.057590654,0.008227236,0,0.006170427,0.01028468,0.086386615
334,265,0,0,0,0,0,0,0
335,96,0,0,0,0,0.17921147,0,0.17921147
336,544,0.028960923,0.376492005,0.081740859,0.161370407,0.13446143,0.18204009,0.965065715
337,204,0.072747622,0.027979855,0.06155568,0.252737995,0.011191942,0.171184023,0.597397116
338,563,1.285104577,0,0.087245632,0.099077634,0,0.026316419,1.497744262
339,76,0,0,0,0,0,0,0
340,619,25.5788712,0.012729124,1.804657969,0.328827183,0,3.321764998,31.04685047
341,190,0.689414434,0.03490706,0.061087355,0,0.078540885,0.05236059,0.916310324
342,49,0,0,0,0.007974482,0,0.526231861,0.534206343
343,380,0.040300913,0.013433638,0,0,0,0.026867276,0.080601827
344,110,0.005908187,0.003938791,0.013785769,0,0,0.013785769,0.037418516
345,581,0.012141079,0,0.015926103,0,0,0.348180265,0.376247448
346,368,0,0,0,0,0,0.003186743,0.003186743
347,275,0.425330813,0,0.472813239,0.047258979,0.047258979,0,0.99266201
348,401,0.220705677,0,0.004356033,0,0,0,0.22506171
349,182,0.053195026,0,0,0,0,0,0.053195026
350,198,0.022386389,0,0,0,0,0,0.022386389
351,504,1.208548268,0,0.073697398,0,0,0.007369197,1.289614863
352,412,0,0,0,0.005738881,0,0,0.005738881
353,552,0,0,0.07923822,0.002687666,0.041838745,0.053840149,0.17760478
354,358,0,0,0,0,0,0,0
355,426,0,0,0,0,0,0.067032686,0.067032686
356,438,0,0,0,0,0,0.005641908,0.005641908
357,557,0,0,0,0,0,0.006807815,0.006807815
358,612,1.992192216,2.584873402,4.069015678,1.394264166,0.442709381,4.861279625,15.34433447
359,541,0.01474187,0.007370935,1.071733939,0.128473966,0.051596545,0.041277236,1.315194489
360,400,0,0,0,0,0,0,0
361,158,0,0.009674923,0.019349845,0.019349845,0.058049536,0.019349845,0.125773994
362,128,0.205080709,0,0,0.003307753,0,0.01984652,0.228234983
363,352,0.061772882,0.020590961,0.01029548,0.01029548,0,0.133841244,0.236796047
364,84,0,0,0.011370097,0,0,0,0.011370097
365,123,0.032836101,0.018763486,0,0.009381743,0,0.028145229,0.08912656
366,530,0,0,0,0,0.015535187,1.392553969,1.408089157
367,304,0,0,0.325097529,0,0,0.028872528,0.353970057
368,119,0.005239443,0.005239443,0.007859164,0.010478885,0.005239443,0.026197213,0.060253589
369,287,1.938386985,0.011538018,0.196146302,0.080766124,0,0.576900888,2.803738318
370,508,0.001620063,0,0.003240126,0,0,0,0.004860189
371,75,0,0.17699115,0.017699115,0.03539823,0.053097345,0.03539823,0.318584071
372,593,0.016321201,1.29035958,0.545514657,0.131918555,1.077257889,0.036306426,3.097678309
373,52,0,0,0,0,0,0,0
374,362,0,0,0.006023008,0,0,0.054207071,0.060230079
375,189,0,0.007693491,0.1769503,0.430835513,0,0,0.615479305
376,148,0,0.598851518,0,0,0,0,0.598851518
377,100,0.002188136,0.008752544,0,0.022054121,0,0.006564408,0.039559208
378,573,0.004901961,0.004901961,0.696078431,0.014706603,0.245098039,1.095779221,2.061466216
379,3,5.088181934,3.962168959,3.089908161,4.959421508,3.819430488,3.338601219,24.25771227
380,255,1.583434836,16.022955,0.916950485,4.477997161,6,0.009850276,29.01118776
381,321,0,0,0.477216749,0.007697044,0.030788177,0,0.51570197
382,373,0,0.008248783,0,0.024777007,0,0,0.03302579
383,68,0.036205648,0.009051412,0,0.018137299,0.272232305,0.217233888,0.552860553
384,449,0,0,0,0,0,0.01027538,0.01027538
385,638,0,0,0,0,0,0,0
386,328,0.010729997,1.004648964,0.609610328,0.568159707,0.666238562,0.176224392,3.03561195
387,230,0.105226236,0.021045247,0.16837379,0.042090495,0.070150824,0.077165907,0.484052499
388,422,0,0.023758612,0,0,0,0,0.023758612
389,245,8.976038937,0,7.086614173,5.186747735,0,7.831267416,29.08066826
390,370,0.012007204,0,0,0,0,0,0.012007204
391,443,0,0,0,0,0,0.006230141,0.006230141
392,613,0,1.433994095,0.327050521,0.01753002,0.463939266,0.185474424,2.427988326
393,469,0,0.002129291,0,0,0,0,0.002129291
394,550,0.157748959,0.701308378,0.075922354,0.749536987,0.331125828,1.767103757,3.782746263
395,396,0,0.031845105,0.031845105,0,0,0.006369021,0.070059232
396,60,0,0,0.02806033,0.007040766,0.569259962,0.006995453,0.611356511
397,413,0,0,0.003433594,0,0,0,0.003433594
398,98,0,0,0,0,0.08650519,0.086430424,0.172935614
399,537,0.062924742,0.003146237,0.09444357,0.003146237,0.003146237,0.034608608,0.201415631
400,364,0,0,0,0,0,0,0
401,197,0.028985507,0,0,0,0,0,0.028985507
402,232,0,0,0.01317176,0,0.01317176,0,0.026343519
403,179,0,0.005054845,0,0,0,0.015164535,0.02021938
404,144,0,0,0.037439161,0,0,0,0.037439161
405,436,0.014473875,0,0,0,0,0,0.014473875
406,227,0.053342817,0,0.053342817,0.017780939,0,0.284495021,0.408961593
407,637,45.67307692,0,4.166666667,0.320512821,0,10.73717949,60.8974359
408,240,0,0,0,0,0,0,0
409,589,0.964789313,0.016492125,0.115980449,0.057722438,0.306278714,1.304895608,2.766158647
410,66,0,0,0.015737292,0,0,0.146881393,0.162618685
411,367,0,0,0,0,0,0,0
412,471,0,0,0,0,0,0,0
413,217,0.218555349,0.04371107,0.131133209,0.098349907,0.032783302,0.109277675,0.633810513
414,70,0,0,0,0,0,0,0
415,335,0.003250341,0.224281803,0.032521383,0,0.016251706,0.113761945,0.390067179
416,177,0.211347748,0.170703951,0.089416355,0.032515038,0.048772557,0.048772557,0.601528207
